location,lat,lon
800 BRIDEWELL ST,34.1169,-118.1706
BRIDEWELL,34.1169,-118.1706
2700 CAHUENGA,34.117,-118.3367
6100 GLEN ALDER ST,34.117,-118.3215
7000 MACAPA DR,34.117,-118.343
1100 EL PASO DR,34.117,-118.2159
2600 ABERDEEN AV,34.117,-118.2909
3100 GLENMANOR PL,34.117,-118.2637
3700 AMESBURY RD,34.117,-118.2788
3800 CARNAVON WY,34.117,-118.2788
CRYSTAL SPRINGS,34.117,-118.2717
GLENMANOR PL,34.117,-118.2637
HOUGH ST,34.117,-118.1708
2400 HORSE SHOE C RD,34.1171,-118.3843
2700 LAUREL CANYON BL,34.1171,-118.3843
5700 SPRING OAK TR,34.1171,-118.3139
7800 WILLOW GLEN RD,34.1171,-118.3666
8300 LOOKOUT MOUNTAIN AV,34.1171,-118.3843
8500 WONDERLAND AV,34.1171,-118.3843
8600 WONDERLAND AV,34.1171,-118.3843
8700 WONDERLAND AV,34.1171,-118.3843
8900 WONDERLAND AV,34.1171,-118.3843
9200 CRESCENT DR,34.1171,-118.3843
WILLOW GLEN RD,34.1171,-118.3666
3500 LARGA AV,34.1171,-118.2592
4000 BRAEBURN WY,34.1171,-118.2805
4500 DUNDEE DR,34.1171,-118.2865
5100 HUB ST,34.1171,-118.2049
5200 HUB ST,34.1171,-118.2036
AMESBURY,34.1171,-118.2805
HUB,34.1171,-118.2036
2400 COLDWATER CANYON DR,34.1171,-118.404
9400 GLOAMING DR,34.1171,-118.4007
2500 CREST VIEW DR,34.1172,-118.3903
2600 GREENVALLEY RD,34.1172,-118.3903
2700 CAHUENGA BL,34.1172,-118.3378
2700 W CAHUENGA BL,34.1172,-118.3378
5800 SPRING OAK DR,34.1172,-118.3155
6700 HILLPARK DR,34.1172,-118.3378
LAKE HOLLYWOOD,34.1172,-118.33
1000 FARNAM ST,34.1172,-118.2093
3000 SUNNYNOOK DR,34.1172,-118.2659
3400 PERLITA AV,34.1172,-118.2563
4300 SCANDIA WY,34.1172,-118.2192
500 N AVENUE 66,34.1172,-118.1768
600 SAN PASCUAL AV,34.1172,-118.1738
6100 ALDAMA ST,34.1172,-118.1912
6400 CRESCENT ST,34.1172,-118.1799
700 NOLDEN ST,34.1172,-118.1957
AVENUE 37,34.1172,-118.2335
VALLEYBRINK,34.1172,-118.2659
10100 BAYWOOD CT,34.1172,-118.4404
2600 N BEVERLY GLEN BL,34.1172,-118.4461
AVENUE 35,34.1173,-118.2371
2500 ZORADA DR,34.1173,-118.362
2600 ASTRAL DR,34.1173,-118.3569
2600 N NICHOLS CANYON RD,34.1173,-118.3569
WEIDLAKE,34.1173,-118.3299
2900 W AVENUE 35,34.1173,-118.2371
3000 W AVENUE 34,34.1173,-118.2389
3400 MARGUERITE ST,34.1173,-118.2389
400 TOLEDO ST,34.1173,-118.191
4100 COLLEGE CREST DR,34.1173,-118.2244
4100 VERDUGO VIEW DR,34.1173,-118.2215
4300 DIVISION ST,34.1173,-118.2187
5800 BUCHANAN ST,34.1173,-118.191
2500 MISSION DUMP RD,34.1173,-118.483
9700 OAK PASS RD,34.1173,-118.4272
2700 RINCONIA DR,34.1174,-118.3258
8100 TIANNA RD,34.1174,-118.3753
1000 N AVENUE 49,34.1174,-118.2102
200 BRANCH ST,34.1174,-118.1861
200 HAMLET ST,34.1174,-118.1841
2900 W AVENUE 37,34.1174,-118.2336
3800 SCANDIA WY,34.1174,-118.2297
3800 SUNBEAM DR,34.1174,-118.2297
4000 CRYSTAL SPRINGS DR,34.1174,-118.272
4000 FARMOUTH DR,34.1174,-118.2824
4700 N MENDOTA AV,34.1174,-118.2102
5000 HUB ST,34.1174,-118.2051
5600 BALTIMORE ST,34.1174,-118.1972
AVENUE 36,34.1174,-118.2345
MARGUERITE,34.1174,-118.2386
2600 LA CUESTA DR,34.1175,-118.356
8100 WILLOW GLEN RD,34.1175,-118.3726
6300 CRESCENT ST,34.1175,-118.1806
AVENUE 54,34.1175,-118.1992
1200 EL PASO DR,34.1176,-118.2173
1200 N AVENUE 45,34.1176,-118.2173
3700 EAGLE ROCK BL,34.1176,-118.2338
3900 VERDUGO VIEW DR,34.1176,-118.2279
4800 N MENDOTA AV,34.1176,-118.2115
600 MILWAUKEE AV,34.1176,-118.1925
6100 YORK BL,34.1176,-118.1866
6600 FERRARA ST,34.1176,-118.1748
800 CHESTNUT AV,34.1176,-118.1714
CHESTNUT AV,34.1176,-118.1714
10300 BRIARWOOD DR,34.1176,-118.4447
2500 ALMADEN CT,34.1176,-118.4447
7500 JALMIA WY,34.1177,-118.3588
2700 N VERMONT AV,34.1177,-118.2928
2800 GLENFELIZ PL,34.1177,-118.264
3200 ANDRITA ST,34.1177,-118.2441
3300 FLETCHER DR,34.1177,-118.2418
3500 MARGUERITE ST,34.1177,-118.2374
3600 GRIFFITH PARK BL,34.1177,-118.2737
3700 GLENFELIZ BL,34.1177,-118.264
4200 BARRYKNOLL DR,34.1177,-118.2224
500 N AVENUE 65,34.1177,-118.178
6500 ELGIN ST,34.1177,-118.178
ANDRITA,34.1177,-118.2441
AVENUE 65,34.1177,-118.178
BALTIMORE,34.1177,-118.2016
9000 BRIARCREST LN,34.1177,-118.3952
9100 HAZEN DR,34.1177,-118.3952
2600 N BEACHWOOD DR,34.1178,-118.3215
6100 GLEN HOLLY ST,34.1178,-118.3215
6700 W HILLPARK DR,34.1178,-118.3385
JALMIA WY,34.1178,-118.3601
2600 N VERMONT AV,34.1178,-118.293
3000 CRESTMOORE PL,34.1178,-118.2362
3000 W AVENUE 35,34.1178,-118.2376
3400 LA CLEDE AV,34.1178,-118.2555
3400 TYBURN ST,34.1178,-118.2555
3500 ATWATER AV,34.1178,-118.2584
4600 MONT EAGLE PL,34.1178,-118.2147
5700 BUCHANAN ST,34.1178,-118.194
700 N AVENUE 57,34.1178,-118.194
700 SAN PASCUAL AV,34.1178,-118.173
DIVISION ST,34.1178,-118.2184
TYBURN ST,34.1178,-118.2555
2500 THAMES PL,34.1179,-118.3722
2600 LAUREL PASS AV,34.1179,-118.3831
7500 DEVISTA DR,34.1179,-118.3633
2900 W AVENUE 36,34.1179,-118.2451
3300 N SAN FERNANDO RD,34.1179,-118.2488
3700 PRESTWICK DR,34.1179,-118.2787
3900 CARNAVON WY,34.1179,-118.2787
4000 VERDUGO VIEW DR,34.1179,-118.226
4800 TOLAND WY,34.1179,-118.2129
600 N AVENUE 66,34.1179,-118.1762
6400 N FIGUEROA ST,34.1179,-118.1835
ANDRITA ST,34.1179,-118.2451
AVENUE 57 ST,34.1179,-118.194
AVENUE 66,34.1179,-118.1762
FLETCHER DR,34.1179,-118.2451
HAMLET ST,34.1179,-118.1835
REPTON ST,34.1179,-118.1762
VERDUGO,34.1179,-118.2451
VERDUGO ST,34.1179,-118.2451
00 BEVERLY RIDGE TR,34.1179,-118.4043
10400 RAVENWOOD CT,34.1179,-118.4463
7200 OUTPOST COVE DR,34.118,-118.3486
7100 MACAPA DR,34.118,-118.3445
1000 DEXTER ST,34.118,-118.2184
1000 N AVENUE 50,34.118,-118.2184
1500 N AVENUE 45,34.118,-118.2184
2900 VERMONT AV,34.118,-118.2932
3300 SAN FERNANDO BL,34.118,-118.2489
3500 VERDUGO VISTA TR,34.118,-118.2215
3600 EDENHURST AV,34.118,-118.2611
3700 GRIFFITH VIEW DR,34.118,-118.2649
3700 LOWRY RD,34.118,-118.2763
3900 SCANDIA WY,34.118,-118.2283
4100 SCANDIA WY,34.118,-118.2184
4800 CLELAND AV,34.118,-118.2184
6000 YORK BL,34.118,-118.1888
800 N AVENUE 50,34.118,-118.2184
BALTIMORE ST,34.118,-118.2184
BANKS COURT,34.118,-118.2184
CRYSTAL SPRINGS DR,34.118,-118.2707
EDENHURST AV,34.118,-118.2611
RAMONA AV,34.118,-118.2707
2600 ANGELO DR,34.118,-118.4429
2600 GREEN OAK PL,34.1181,-118.3123
2600 LAUREL CANYON BL,34.1181,-118.3754
7000 MULHOLLAND DR,34.1181,-118.3436
3100 DREW ST,34.1181,-118.2458
3100 ESTARA AV,34.1181,-118.2412
3800 TOLAND WY,34.1181,-118.2299
4100 DUNDEE DR,34.1181,-118.2839
500 N AVENUE 64,34.1181,-118.1793
5200 BALTIMORE ST,34.1181,-118.2033
6200 ALDAMA ST,34.1181,-118.1894
6400 ELGIN ST,34.1181,-118.1793
CRESTMOORE ST,34.1181,-118.2364
ELGIN,34.1181,-118.1793
ESTARA,34.1181,-118.2412
N AVENUE 64,34.1181,-118.1793
2600 WOODSTOCK RD,34.1182,-118.3695
7900 WILLOW GLEN RD,34.1182,-118.3697
6700 HOUGH ST,34.1182,-118.172
15500 COLLINA STRADA,34.1182,-118.4743
2600 N CASIANO RD,34.1182,-118.4743
2600 CARMAR DR,34.1183,-118.3807
2700 HOLLYVIEW CT,34.1183,-118.3422
2700 N HOLLYVIEW CT,34.1183,-118.3421
7600 WILLOW GLEN RD,34.1183,-118.3652
1300 N AVENUE 46,34.1183,-118.2151
3600 CADMAN DR,34.1183,-118.2737
3600 SHANNON RD,34.1183,-118.2737
3600 VERDUGO VISTA TR,34.1183,-118.2224
3600 W AVENUE 42,34.1183,-118.224
4500 MONT EAGLE PL,34.1183,-118.2151
4900 HUB ST,34.1183,-118.21
6300 ELGIN ST,34.1183,-118.1798
800 SAN PASCUAL AV,34.1183,-118.1722
N AVENUE 63,34.1183,-118.1805
2600 ZORADA DR,34.1184,-118.3618
3400 CASITAS AV,34.1184,-118.2547
3500 PERLITA AV,34.1184,-118.2577
3800 EAGLE ROCK BL,34.1184,-118.2321
4800 HUB ST,34.1184,-118.2107
500 TOLEDO ST,34.1184,-118.1908
5400 BUCHANAN ST,34.1184,-118.1969
5600 BUCHANAN ST,34.1184,-118.1969
600 N AVENUE 65,34.1184,-118.1776
6500 REPTON ST,34.1184,-118.1776
BOY SCOUT RD,34.1184,-118.2947
TOLEDO,34.1184,-118.1908
TYBURN,34.1184,-118.2547
2700 BOWMONT DR,34.1184,-118.3988
2600 DESMOND ESTATES RD,34.1185,-118.3542
2700 N STONE VIEW CT,34.1185,-118.3429
2700 PELHAM PL,34.1185,-118.3197
8000 WILLOW GLEN RD,34.1185,-118.3714
1600 N AVENUE 52,34.1185,-118.2032
1800 N AVE 52,34.1185,-118.2032
3600 BRUNSWICK AV,34.1185,-118.2602
3600 FLETCHER DR,34.1185,-118.2354
3700 EFFINGHAM PL,34.1185,-118.2745
5100 BALTIMORE ST,34.1185,-118.2055
5200 BUCHANAN ST,34.1185,-118.201
5300 BUCHANAN ST,34.1185,-118.201
5500 BUCHANAN ST,34.1185,-118.1981
N AVE 53,34.1185,-118.201
VERDUGO VISTA,34.1185,-118.2236
2500 BASIL LN,34.1185,-118.448
08400 SKYLINE DR,34.1186,-118.3886
6100 GLEN OAK,34.1186,-118.3215
6100 GLEN OAK ST,34.1186,-118.3215
8400 SKYLINE DR,34.1186,-118.3886
8600 ALLENWOOD RD,34.1186,-118.3834
N BEACHWOOD DR,34.1186,-118.3215
300 NEWLAND ST,34.1186,-118.1848
3200 DREW ST,34.1186,-118.245
3200 INGLEDALE TR,34.1186,-118.2631
3200 W AVENUE 32,34.1186,-118.245
3400 FLETCHER DR,34.1186,-118.2404
500 N AVENUE 63,34.1186,-118.1805
5800 YORK BL,34.1186,-118.1922
700 MILWAUKEE AV,34.1186,-118.1922
W AVENUE 32,34.1186,-118.245
6400 W PARK GLENN DR,34.1187,-118.3418
1300 EL PASO DR,34.1187,-118.2196
3000 PEAK PL,34.1187,-118.2382
3900 TOLAND WY,34.1187,-118.2288
6600 POLLARD ST,34.1187,-118.1742
FLETCHER,34.1187,-118.235
2600 REPPERT CT,34.1188,-118.3674
5700 GREEN OAK DR,34.1188,-118.3135
1100 N AVENUE 50,34.1188,-118.2075
3000 WELDON AV,34.1188,-118.2364
EL PASO DR,34.1188,-118.2197
15500 AZZURE CT,34.1188,-118.4744
15500 NALIN PL,34.1188,-118.4657
MARMION WY,34.1189,-118.1741
1200 N AVENUE 52,34.1189,-118.2031
300 BRANCH ST,34.1189,-118.1861
300 N AVENUE 56,34.1189,-118.1741
300 SAN PASQUAL AV,34.1189,-118.1741
3000 LA CLEDE AV,34.1189,-118.2567
3000 LACLEDE AV,34.1189,-118.2567
3800 VALLEYBRINK RD,34.1189,-118.2665
500 RIDEWELL ST,34.1189,-118.1741
5700 YORK BL,34.1189,-118.1937
6400 REPTON ST,34.1189,-118.1789
800 N AVENUE 57,34.1189,-118.1937
BRIDEWELL ST,34.1189,-118.1741
COMMONWEALTH CANYON DR,34.1189,-118.2947
GLENDALE BL,34.1189,-118.2597
TOLEDO ST,34.1189,-118.1906
VERMONT CANYON RD,34.1189,-118.2947
YORK BL,34.1189,-118.1741
2500 COLDWATER CANYON DR,34.1189,-118.4034
2600 DEEP CANYON DR,34.1189,-118.4316
2600 HUTTON DR,34.1189,-118.4316
9400 EDEN DR,34.1189,-118.4004
2800 LAMBERT PL,34.119,-118.3175
6200 GLEN OAK ST,34.119,-118.3223
6800 W PARK GLENN DR,34.119,-118.3414
3100 CHAPMAN ST,34.119,-118.2468
3300 ANDRITA ST,34.119,-118.2422
3500 LA CLEDE AV,34.119,-118.2569
3700 FLETCHER DR,34.119,-118.2343
4900 BALTIMORE ST,34.119,-118.2087
2600 BASIL LN,34.119,-118.4482
2600 LISCO PL,34.1191,-118.3542
1300 N AVENUE 45,34.1191,-118.2174
300 NEVA PL,34.1191,-118.1874
3400 N SAN FERNANDO RD,34.1191,-118.2501
3500 FLETCHER DR,34.1191,-118.2387
3600 RODERICK RD,34.1191,-118.2364
3700 SHANNON RD,34.1191,-118.2765
4400 MONT EAGLE PL,34.1191,-118.2174
5900 FAYETTE ST,34.1191,-118.189
900 NOLDEN ST,34.1191,-118.1952
FAYETTE,34.1191,-118.1874
FAYETTE ST,34.1191,-118.189
MONT EAGLE PL,34.1191,-118.2174
YORK,34.1191,-118.1952
2300 FRANKLIN CANYON DR,34.1191,-118.4106
FRANKLIN CANYON DR,34.1191,-118.4106
7400 CERVANTES PL,34.1192,-118.3543
2800 W OBSERVATORY RD,34.1192,-118.3004
3400 SAN FERNANDO RD,34.1192,-118.2502
3700 W AVENUE 42,34.1192,-118.2249
600 N AVENUE 63,34.1192,-118.1798
800 N AVENUE 67,34.1192,-118.1733
BUCHANAN ST,34.1192,-118.2045
2800 PELHAM PL,34.1193,-118.3193
5800 GREEN OAK DR,34.1193,-118.3141
3600 BOYCE AV,34.1193,-118.2596
3800 SHANNON RD,34.1193,-118.2778
4000 TOLAND WY,34.1193,-118.2279
4500 N AVENUE 50,34.1193,-118.2075
5000 BUCHANAN ST,34.1193,-118.2052
5100 BUCHANAN ST,34.1193,-118.2052
5600 YORK BL,34.1193,-118.1963
600 TOLEDO ST,34.1193,-118.1905
700 N AVENUE 66,34.1193,-118.1749
2800 HOLLYRIDGE DR,34.1194,-118.3189
1100 N AVENUE 56,34.1194,-118.1967
1300 ARMADALE AV,34.1194,-118.2133
3000 W AVENUE 38,34.1194,-118.2335
3700 EDENHURST AV,34.1194,-118.2623
3800 FLETCHER DR,34.1194,-118.2335
3900 EAGLE ROCK BL,34.1194,-118.2304
4800 BALTIMORE ST,34.1194,-118.2114
5300 LINCOLN AV,34.1194,-118.2007
6000 FAYETTE ST,34.1194,-118.1889
6300 ALDAMA ST,34.1194,-118.1889
6400 POLLARD ST,34.1194,-118.1771
6500 POLLARD ST,34.1194,-118.1771
700 N AVENUE 65,34.1194,-118.1771
15500 ADAGIO CT,34.1194,-118.4741
2600 EDEN PL,34.1194,-118.4011
2700 ELLISON DR,34.1194,-118.4263
2800 DURAND DR,34.1195,-118.3257
5600 GREEN OAK DR,34.1195,-118.3109
5800 CAROLUS DR,34.1195,-118.3163
PARK GLENN,34.1195,-118.3435
2900 ESTARA AV,34.1195,-118.2427
4700 CHARTERS AV,34.1195,-118.2118
6600 HOUGH ST,34.1195,-118.1735
900 SAN PASCUAL AV,34.1195,-118.1707
2400 NALIN DR,34.1195,-118.4658
2700 N WRIGHT LN,34.1196,-118.3399
5500 GREEN OAK DR,34.1196,-118.3106
6700 GILL WY,34.1196,-118.3399
3200 CHAPMAN ST,34.1196,-118.246
4200 SCANDIA WY,34.1196,-118.2242
5500 YORK BL,34.1196,-118.1978
5800 FAYETTE ST,34.1196,-118.192
800 MILWAUKEE AV,34.1196,-118.192
BOYCE,34.1196,-118.2599
CHAPMAN AV,34.1196,-118.246
2600 BENEDICT CANYON DR,34.1196,-118.4361
8100 CORNETT DR,34.1197,-118.3759
CAROLUS,34.1197,-118.3163
CAROLUS DR,34.1197,-118.3163
1200 N AVENUE 50,34.1197,-118.2074
3300 SUNNYNOOK DR,34.1197,-118.2634
3800 LEGION LN,34.1197,-118.2681
2700 N NICHOLS CANYON RD,34.1198,-118.3563
2700 NICHOLS CANYON RD,34.1198,-118.3563
7200 MULHOLLAND DR,34.1198,-118.3474
7300 MULHOLLAND DR,34.1198,-118.3517
7400 DEL ZURO DR,34.1198,-118.3563
1300 N AVENUE 52,34.1198,-118.2029
5100 LINCOLN AV,34.1198,-118.2029
5200 LINCOLN AV,34.1198,-118.2029
2500 SUMMITRIDGE DR,34.1198,-118.4219
2600 BYRON PL,34.1199,-118.3858
2600 CHARL PL,34.1199,-118.3877
2700 WOODSTOCK RD,34.1199,-118.3701
3300 APPLETON ST,34.1199,-118.2652
3300 DREW ST,34.1199,-118.2431
3400 TOPOCK ST,34.1199,-118.2579
3500 CASITAS AV,34.1199,-118.2564
3600 REVERE AV,34.1199,-118.2588
3700 RODERICK RD,34.1199,-118.2351
3800 GLENFELIZ BL,34.1199,-118.2651
4900 BUCHANAN ST,34.1199,-118.2083
5400 YORK BL,34.1199,-118.1986
5700 FAYETTE ST,34.1199,-118.1935
900 N AVENUE 57,34.1199,-118.1935
ESTARA AV,34.1199,-118.2431
15500 VIA CANTARE ST,34.1199,-118.4735
2700 N BEVERLY GLEN BL,34.1199,-118.4462
2700 CARMAR DR,34.12,-118.3815
2700 LAUREL PASS AV,34.12,-118.383
8500 CHARL LN,34.12,-118.387
2800 PACIFIC VIEW TRL,34.12,-118.35
7300 PYRAMID PL,34.12,-118.3526
05600 YORK BL,34.12,-118.1893
1100 N AVE 56,34.12,-118.1893
1100 N AVENUE 57,34.12,-118.1893
1200 N AVE 56,34.12,-118.1893
3800 RODERICK RD,34.12,-118.2339
4000 EAGLE ROCK BL,34.12,-118.2288
4100 TOLAND WY,34.12,-118.2258
5900 YORK BL,34.12,-118.1893
AVE 54,34.12,-118.1992
6600 N FIGUEROA ST,34.12,-118.1893
MESA AV,34.12,-118.1893
PIEDMONT,34.12,-118.1893
REVERE AV,34.12,-118.2589
2700 HUTTON DR,34.12,-118.4293
2700 N BEACHWOOD DR,34.1201,-118.3213
2700 WOODHAVEN DR,34.1201,-118.3207
2700 WOODSHIRE DR,34.1201,-118.3223
8100 AMOR RD,34.1201,-118.3752
8300 SKYLINE DR,34.1201,-118.3908
N BEACHWOOD,34.1201,-118.3213
300 FISHER ST,34.1201,-118.1817
300 KIRBY ST,34.1201,-118.1824
300 MARIE AV,34.1201,-118.1805
300 VISTA PL,34.1201,-118.1813
3700 BRUNSWICK AV,34.1201,-118.2616
400 LEWIS ST,34.1201,-118.1801
4300 MONT EAGLE PL,34.1201,-118.2203
4800 BUCHANAN ST,34.1201,-118.2095
5600 FAYETTE ST,34.1201,-118.1948
6100 MERIDIAN ST,34.1201,-118.1803
6200 MERIDIAN ST,34.1201,-118.1824
6300 MERIDIAN ST,34.1201,-118.1787
FISHER ST,34.1201,-118.1822
2800 CAHUENGA BL,34.1202,-118.34
8200 SKYLINE DR,34.1202,-118.391
2800 LAS ALTURAS ST,34.1202,-118.3492
1400 EL PASO DR,34.1202,-118.2214
3400 GLENDALE BL,34.1202,-118.2583
3800 VERDUGO RD,34.1202,-118.2289
400 NEWLAND ST,34.1202,-118.185
4700 TOLAND WY,34.1202,-118.2141
500 MERIDIAN TR,34.1202,-118.1879
500 NEVA PL,34.1202,-118.1869
5300 YORK BL,34.1202,-118.2
6000 MERIDIAN ST,34.1202,-118.1887
6500 ALDAMA ST,34.1202,-118.1887
6500 MERIDIAN ST,34.1202,-118.1766
800 COOPER AV,34.1202,-118.1742
800 N AVENUE 65,34.1202,-118.1766
800 N AVENUE 66,34.1202,-118.1742
900 N AVENUE 67,34.1202,-118.1714
6500 N FIGUEROA ST,34.1202,-118.1837
BRANCH ST,34.1202,-118.1862
MERIDIAN AV,34.1202,-118.1837
9000 MULHOLLAND DR,34.1202,-118.3982
1400 N AVENUE 47,34.1203,-118.2143
3500 TYBURN ST,34.1203,-118.2521
5800 MERIDIAN ST,34.1203,-118.1908
YORK AV,34.1203,-118.2005
2400 FRANKLIN CANYON DR,34.1203,-118.4103
2700 N CASIANO RD,34.1203,-118.4729
2700 ANGELO DR,34.1204,-118.443
2700 LA CASTANA DR,34.1205,-118.3582
2700 LAUREL CANYON PL,34.1205,-118.3736
6800 SUNNY,34.1205,-118.3432
2600 TOLAND WY,34.1205,-118.2149
6700 COMET ST,34.1205,-118.1708
900 MILWAUKEE AV,34.1205,-118.1917
TOPOCK ST,34.1205,-118.2571
2700 LA CUESTA DR,34.1206,-118.3553
2900 LAS ALTURAS ST,34.1206,-118.3493
1000 NOLDEN ST,34.1206,-118.1947
3400 GARDENSIDE LN,34.1206,-118.2663
3900 RODERICK RD,34.1206,-118.2321
5000 LINCOLN AV,34.1206,-118.2071
5200 YORK BL,34.1206,-118.2023
COMMONWEALTH CANYON,34.1206,-118.2947
2600 CLARAY DR,34.1206,-118.448
2700 COLDWATER CANYON DR,34.1206,-118.4016
9500 HIDDEN VALLEY RD,34.1206,-118.4016
7000 PACIFIC VIEW DR,34.1207,-118.346
7300 PACIFIC VIEW DR,34.1207,-118.3513
1000 N AVENUE 57,34.1207,-118.1934
1400 HAZELWOOD AV,34.1207,-118.2154
1400 N AVENUE 52,34.1207,-118.2026
3000 LOS FELIZ BL,34.1207,-118.2641
3100 LOS FELIZ BL,34.1207,-118.2641
3600 SENECA AV,34.1207,-118.2581
3700 BOYCE AV,34.1207,-118.2607
4200 TOLAND WY,34.1207,-118.2238
5500 MERIDIAN ST,34.1207,-118.1981
5600 MERIDIAN ST,34.1207,-118.1964
5700 MERIDIAN ST,34.1207,-118.1934
GARDEN AV,34.1207,-118.2641
TREADWELL,34.1207,-118.2487
8500 EDWIN DR,34.1208,-118.3857
BYRON PL,34.1208,-118.3857
7100 PACIFIC VIEW DR,34.1208,-118.3473
1000 SAN PASCUAL AV,34.1208,-118.1689
1400 N AVENUE 46,34.1208,-118.2167
3800 EDENHURST AV,34.1208,-118.2634
4600 CRYSTAL SPRINGS DR,34.1208,-118.2739
6200 BEARD ST,34.1208,-118.184
6400 PLANADA AV,34.1208,-118.1778
9700 ALDBURY CT,34.1208,-118.4306
9900 LIEBE DR,34.1208,-118.4365
2800 BELDEN DR,34.1209,-118.323
2800 NICHOLS CANYON PL,34.1209,-118.3606
2800 WESTBROOK AV,34.1209,-118.3614
8400 EDWIN DR,34.1209,-118.3851
7200 PACIFIC VIEW DR,34.1209,-118.3489
5400 MERIDIAN ST,34.1209,-118.1992
6000 RUBY PL,34.1209,-118.187
900 COOPER AV,34.1209,-118.1743
RUBY PL,34.1209,-118.187
2800 LAUREL CANYON PL,34.121,-118.3733
2900 LAKERIDGE DR,34.121,-118.3362
5700 HOLLYRIDGE DR,34.121,-118.3193
3300 CHAPMAN ST,34.121,-118.2441
3800 W AVENUE 41,34.121,-118.2271
3900 LEGION LN,34.121,-118.2685
4100 EAGLE ROCK BL,34.121,-118.2271
4300 TOLAND PL,34.121,-118.2209
4900 LINCOLN AV,34.121,-118.2093
BEARD,34.121,-118.1832
CHAPMAN,34.121,-118.2441
CHAPMAN ST,34.121,-118.2441
2800 N LAUREL CANYON PL,34.1211,-118.3734
2800 N NICHOLS CANYON RD,34.1211,-118.359
2900 DURAND DR,34.1211,-118.3242
8100 SKYLINE DR,34.1211,-118.3887
8600 EDWIN DR,34.1211,-118.3887
1500 EL PASO DR,34.1211,-118.2223
3400 DREW ST,34.1211,-118.2414
4300 TOLAND WY,34.1211,-118.2223
4500 FISHER,34.1211,-118.182
5100 YORK BL,34.1211,-118.2048
800 CRESTHAVEN DR,34.1211,-118.1782
900 EASY ST,34.1211,-118.1726
900 N AVENUE 66,34.1211,-118.1726
N AVENUE 66,34.1211,-118.1726
TOLAND WY,34.1211,-118.2223
00 BEVERLY PARK LN,34.1211,-118.4162
10200 MOSSY ROCK CI,34.1211,-118.443
10200 MOSSY ROCK CIR,34.1211,-118.443
2700 DEEP CANYON DR,34.1211,-118.4311
2700 CARDWELL PL,34.1212,-118.3675
3500 DOVER ST,34.1212,-118.2672
3900 GLENFELIZ BL,34.1212,-118.2672
5900 WEAVER ST,34.1212,-118.1902
6100 RUBY PL,34.1212,-118.1852
6600 ALDAMA ST,34.1212,-118.189
3700 REVERE AV,34.1213,-118.26
3800 BRUNSWICK AV,34.1213,-118.2626
4200 PANAMINT ST,34.1213,-118.2254
2800 WESTSHIRE DR,34.1214,-118.3204
8500 MULHOLLAND DR,34.1214,-118.3857
7300 CAVERNA DR,34.1214,-118.3519
1000 MILWAUKEE AV,34.1214,-118.1915
2700 N VERMONT CANYON,34.1214,-118.2965
2700 N VERMONT CANYON RD,34.1214,-118.2965
2700 VERMONT CANYON RD,34.1214,-118.2965
2900 VERMONT CANYON RD,34.1214,-118.2965
4800 LINCOLN AV,34.1214,-118.2113
5000 YORK BL,34.1214,-118.2063
9500 LIME ORCHARD RD,34.1214,-118.4043
2700 EDWIN PL,34.1215,-118.3899
2800 LA CUESTA DR,34.1215,-118.3574
2800 SEATTLE DR,34.1215,-118.364
8300 CARMAR PL,34.1215,-118.3827
ALLENWOOD RD,34.1215,-118.3855
2800 OAK POINT DR,34.1215,-118.3508
7200 PACKWOOD TRL,34.1215,-118.3508
1100 TOLEDO ST,34.1215,-118.1902
1300 N AVENUE 50,34.1215,-118.2069
5100 MERIDIAN ST,34.1215,-118.2024
5200 MERIDIAN ST,34.1215,-118.2024
800 N AVENUE 63,34.1215,-118.1786
AVENUE 50,34.1215,-118.2069
2700 N AQUA VERDE CIR,34.1215,-118.4727
2800 LA CASTANA DR,34.1216,-118.3589
7700 WOODROW WILSON DR,34.1216,-118.3641
6900 PACIFIC VIEW DR,34.1216,-118.3454
3900 VERDUGO RD,34.1216,-118.2301
4700 LINCOLN AV,34.1216,-118.2123
1100 NOLDEN ST,34.1217,-118.1948
1500 N AVE 55,34.1217,-118.1981
3200 WELDON AV,34.1217,-118.2405
5500 STRATFORD RD,34.1217,-118.1981
5600 STRATFORD RD,34.1217,-118.1964
5700 STRATFORD RD,34.1217,-118.1934
6000 MYOSOTIS ST,34.1217,-118.1869
900 RUTLAND AV,34.1217,-118.1717
DREW,34.1217,-118.2405
DREW ST,34.1217,-118.2405
STRATFORD,34.1217,-118.1948
2800 N BEACHWOOD DR,34.1218,-118.3217
6900 VANLAND TRL,34.1218,-118.3458
6900 VISO DR,34.1218,-118.345
1100 LE GRAY AV,34.1218,-118.1922
3800 BOYCE AV,34.1218,-118.2616
4200 EAGLE ROCK BL,34.1218,-118.2252
5400 STRATFORD RD,34.1218,-118.199
900 ADELANTE AV,34.1218,-118.1708
SAN PASCUAL AV,34.1218,-118.1677
13100 GARDEN LAND RD,34.1218,-118.5064
2700 BASIL LN,34.1218,-118.4484
2700 BOTTLEBRUSH DR,34.1218,-118.4484
2900 HOLLYRIDGE DR,34.1219,-118.3195
1400 N AVENUE 49,34.1219,-118.209
3000 VALLE VISTA DR,34.1219,-118.2288
3400 CHAPMAN ST,34.1219,-118.2429
3700 SENECA AV,34.1219,-118.2591
